title,desc,source,date
VOA连线(魏之)：美要求瑞士引渡偷取癌症药物机密的中国科学家,美国要求瑞士引渡一位被指控偷取全球主要医药公司葛兰素史克价值5亿多美元商业秘密的中国研究人员。美国之音记者魏之介绍了案子的细节。,VOA,2019-07-09
這縣市只有41個公車站牌，長者行的權利嘸人顧？,公車是台灣老人外出最仰賴的交通工具，惟國內高齡化縣市的公車資源建置能否滿足當地老人需要？調查顯示，國內公車資源分布不但有嚴重的城鄉差距，且往往愈是老年人口比例偏高的縣市，公車資源愈是貧乏。以南投為例，其老化程度在全國各縣市排名第4，偌大縣境內卻只有41個公車站牌，平均每平方公里公,風傳媒,2019-07-09
新疆再教育营：中国驻英国大使刘晓明否认强行拆散穆斯林家庭,刘晓明说，中国政府把这些儿童照顾得很好，父母随时可以去见子女，并叫记者给他名字，他会把那些失踪人士找出来。,BBC,2019-07-09
美要求瑞士引渡同谋偷取癌症药物机密的中国科学家,瑞士7月8日公布的文件显示，美国要求瑞士引渡一位被指控偷取全球主要医药公司葛兰素史克价值5亿多美元商业秘密的中国研究人员。,VOA,2019-07-09
中国学者首证人们可在睡眠中被“洗脑”,据《北京青年报》消息，北京大学中国药物依赖研究所常务副所长时杰教授课题组和北京大学心理与认知科学学院朱露莎教授课题组合作研究的成果“午睡中改变简单经济学决策中的主观偏好”，近日在著名杂志《eLife》发表并重点推介。该研究发现的在睡眠中改变价值决策的新方法，对睡眠、决策及临床医学领域的未来研究都有着重要启示意义。,Zaobao,2019-01-15
失智後認不得妻 靠多元認知學習找回甜蜜,「邱小弟」邱孟暉確診失智症後，一度認不得妻子，但參加認知課程數年來，保持輕度失智，夫妻感情也重拾往日甜蜜。醫師指出，減緩失智關鍵與持續學習、與人互動有關。,芋傳媒,2019-07-04
美国国会通过边境人道主义救助法案,美国参议院通过了一项两党支持的法案，计划提供40多亿美元的补充资金，用以解决美国-墨西哥边境的人道主义危机，并提出了照顾被拘留移民的新要求，尤其是儿童。,VOA,2019-06-28
《思想坦克》「能源轉型」將是 2020 大選決勝關鍵？,依據沃旭能源 2017 年的民意調查，臺灣民眾認為全球最重要前三大挑戰分別為氣候變遷（有 86% 受訪認為其為全球挑戰）、老化（74%）、能源供應安全（67%），顯示臺灣民眾極為關注氣候與能源政策。,芋傳媒,2019-07-16
韩国将开启遗传基因大数据时代,,Joins,2019-07-16
新竹市戶政到府補辦證件 民眾直呼便民有感,新竹市一名失智長者因遺失身分證與健保卡而無法就醫，但又不願出門補辦證件，經家人詢問戶政事務所，得知可派員到府服務，立刻解決煩惱，直呼是「方便又有感的便民服務」。,芋傳媒,2019-07-16
百样人生：康复之路,百样人生：康复之路,VOA,2019-07-16
飲食健康又常運動 高失智風險族群降32%患病率,根據今天刊登在美國醫學會期刊（JAMA）的研究，良好飲食及經常運動的健康生活方式，將有助有失智症遺傳基因的高風險族群患病機率，較生活不健康者降低 32%。,芋傳媒,2019-07-16
美联储黄皮书显示美企担忧加剧,据美联储周三公布的黄皮书，美国企业的乐观情绪正在减退，因为这些企业在努力应对大幅波动的股市、不断上升的借贷成本、下跌的能源价格以及对贸易和政府停摆的担忧的影响。,WSJ,2019-01-17
好爸爸开米线店 独自养单脚女儿,基隆徐姓男子五年前与前妻生下仅有单脚的女儿，取名“又立”，希望她能够坚强站起来面对人生。徐某曾到中国谋生，两年前回到高雄，在三民区明贤街开了家”央宗米线”店，独自照顾单脚女儿。据台湾《苹果日报》昨天报道，徐某到中国大陆工作时学会云南料理，两年前在高雄开创米线店，与女儿一起生活。徐某说，女儿天生独脚是老天跟他开了个玩笑。据悉，前妻在怀孕期间照了九次超音波一切正常，但又立出生时却只有一只左脚。,Zaobao,2019-01-17
逾13万病患服用三种受影响高血压药物,本地有约13万7000个病患服用卫生科学局正在召回的三个品牌高血压药物，这些氯沙坦（losartan）药物被验出含有超标的杂质NMBA。这些病患中，有约13万人由公共医疗机构配给的Losartas品牌，这些机构会联络病患。卫生部建议，那些下一次看诊预约在今年7月1日之前的病患，应继续按照原定日期前去看病，并跟医生讨论替代药物方案。,Zaobao,2019-03-29
逾13万人受影响 可能含致癌物质 三款降血压药召回,服用这三款药物的病患不会立即有健康风险，卫生部和卫生科学局强烈建议他们继续服药，不要擅自停药，直到医生安排他们停止服用或换药。那些不清楚自己是否吃了这些被召回药物的病患应该向医生查询。因查出含少量可能致癌物质，在全球掀起的常见高血压药物氯沙坦（losartan）回收风波延烧至本地，我国卫生科学局召回三个品牌的氯沙坦药物，本地有约13万7000人受影响，其中13万名病患是到公共医疗机构买药。,Zaobao,2019-03-29
研究：服降胆固醇药物 一半患者没见效原因复杂,他汀类药物（statins）是西方最常见的降胆固醇处方药。英国研究发现两名服药者中就有一人没有效果。为什么呢？,BBC,2019-04-18
贝亲推无需冲洗的泡沫臀部清洗剂 轻松照顾无法入浴的人士：朝日新聞中文网,贝亲(Pigeon)面向卧床不起等每天无法入浴的人们，在全国范围内推出护理产品“轻柔泡沫臀部清洗剂”(日文为:泡がやさしいおしり洗い)。,Asahi,2019-04-18
深蹲时 要留意什么?,深蹲当成运动，可帮助锻炼腿部肌肉、保持关节灵活。深蹲时要留意什么？什么时候适合做？且听本地物理治疗师和中医师的建议。进行深蹲时，为预防受伤，莱佛士康复医疗中心物理治疗师冯慧菱接受《活得好》访问时建议：●双脚以肩膀的宽度分开站，脚趾向前，保持重心。,Zaobao,2019-04-18
罗伯特·肯尼迪外孙女疑服过量药物猝逝,（早报讯）美国已故参议员罗伯特·肯尼迪（Robert F. Kennedy）的外孙女希尔（Saoirse Kennedy Hill）疑过量使用药物，周四（8月1日）从马萨诸塞州海尼斯港家中送院后不治，终年22岁。解剖结果显示，她的遗体未受到创伤，真正死因要待毒理报告完成后才能确定。据报道，肯尼迪家族周四晚发出声明证实希尔死讯。声明引述她的外祖母埃特尔说：“今天世界少了一点美。”希尔生前在波士顿大学主修传播，并担任学生民主党副主席。报道说，她2016年,Zaobao,2019-08-03
蕭徐行觀點》人口老化與人口移動將是未來國際社會的大議題,在2000年時，全世界有61億人， 100年後的2100年，全世界又會有多少人口呢？根據聯合國經濟暨社會理事會近期發布的2019年「世界人口報告」，屆時全球人口將達到110億。這項人口報告除了揭露全球人口仍將緩慢但持續的增加外，世界人口的增長與轉變也呈現了人口高齡化與頻繁的國際遷移現象。人口緩慢持續,NewTalk.tw,2019-06-27
服用抗憂鬱、癲癇、暈車藥，恐導致老人失智？最新研究：抗膽鹼藥物與失智症確實「高度相關」,24日《美國醫學會雜誌》一篇最新研究，針對常見處方藥，與年長者罹患失智症的關聯進行統計，發現長期服用含抗膽鹼藥物的患者，與沒有服藥的人相比，罹患失智症的風險增加了50%。由於抗膽鹼劑普遍存在於治療抑鬱症、泌尿生殖系統紊亂、思覺失調、癲癇等症狀的藥物中，這項統計有助提供更全面的資訊,風傳媒,2019-06-27
来自乌克兰的神童移民创造独特的DNA机器人,索非亚·李森科的父母在她三岁时从乌克兰移民到美国。现在，当她17岁时，一些美国大型制药公司希望与这位青少年科学神童合作，因为她创造了一种人造大分子机器人，可以将药物直接输送到患有阿尔茨海默氏症和帕金森症患者的脑细胞中。,VOA,2019-07-12
情人节最感人故事 癌伯临终牵挂失智妻 接入院照顾,72年爱情，至死不渝。患急性血癌93岁老伯送入临终病房，却还惦念着说要赶回家照顾失智三年的92岁爱妻。院方急忙隔天把妻子送来“让他照顾”，老夫妻相见喜形于色，令临终病房护士动容落泪。两人在临终病房共度最后两周。丈夫安详过世后，院方正安排让失智妻入住疗养院。,Zaobao,2019-02-15
李总理评军训事故：政府不会敷衍了事,针对近期发生的军训事故，李显龙总理强调政府不会敷衍了事，草率处理任何过失，但也吁请国人不应忽视新加坡武装部队这些年来所取得的进步和成就，以及他们对我国的繁荣与稳定所做出的贡献。李显龙总理星期五（15日）在面簿以中英文留言，发表看法。李总理表示自己非常清楚失去亲人的悲痛。他强调，武装部队非常重视军训安全， 尽全力让军训达到零死亡的目标，包括给予受伤士兵最好的医疗照顾。,Zaobao,2019-02-15
面部皮肤反映个人整体健康,老化会影响人体各个器官。由于肌肤处在外层，是肉眼最明显看到的器官，所以，肌肤尤其是面部皮肤，就成了反映个人整体健康的代表。本报《活得好》请医生谈影响老化的因素，以及哪些因素会加速老化。■内在因素，如：遗传、整体健康和激素改变（雌激素减少，影响肌肤素质）。■外在因素，如：暴晒、环境污染物、生活习惯和压力等。,Zaobao,2019-02-15
《他是憂鬱，不是失智了》：老年憂鬱症有哪些非典型症狀？,"雖然有點囉嗦，但在這裡還是要再次提醒，老年憂鬱症在記憶障礙及意欲低下、失去活力方面的症狀特別明顯，因此很容易被歸類到失智症的範疇。 標籤: 憂鬱症, 精神運動性遲滯, 老年憂鬱症, 妄想, 記憶力衰退, 神經傳導物質, 他是憂鬱，不是失智了",NewsLens,2019-06-19
新竹縣攜式指紋掃描器 辨識身分防走失,為了協助失智民眾走失時，能及早辨識身分找到回家的路，新竹縣警局近日添購全臺第一台「攜帶式活體指紋掃描器」，警方可迅速比對身分，聯絡家屬。...,PTS.org.tw,2019-06-19
马国卫生部已吊销 七含氯沙坦产品注册,马来西亚卫生部指出，自今年3月7日起，已吊销七个含有氯沙坦（losartan）的产品的注册，同时也下令相关公司回收产品，目前相关产品已没有在马国市场内流动。卫生部文告指出，被撤销注册的药物全都生产自印度，分别为Hetero Labs Limited生产的LOSAGEN 50及LOSAGEN 100；Intas Pharm Ltd生产的Losartas 50mg Tablets及Losartas 100mg Tablets；以及Torrent Pharmaceuticals Ltd生产的TOZAAR PLUS LS 50/12.5mg Tablet、Tozaar 50mg Tablet及Tozaar Tablets 100mg。,Zaobao,2019-03-30
